Season,Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
2024,"José Ruiz","PHI",51,0.27615572,,,,,0.23965937,0.0377129,0.4136253,,,0.03284672,,,,"Jose Ruiz",14552,614179
2024,"Anthony Banda","LAD",49.2,0.34871795,,0.00128205,,,0.23974359,0.28076923,0.00641026,,,0.12307692,,,,"Anthony Banda",14706,607455
2024,"Edwin Díaz","NYM",53.2,0.52083333,,,,,,0.47916667,,,,,,,,"Edwin Diaz",14710,621242
2024,"Paul Blackburn","- - -",75.1,0.19471947,,0.22029703,,,0.13613861,0.16666667,0.10148515,,,0.18069307,,,,"Paul Blackburn",14739,621112
2024,"Emilio Pagán","CIN",38,0.57627119,,0.27288136,0.15084746,,,,,,,,,,,"Emilio Pagan",14771,641941
2024,"Buck Farmer","CIN",71,0.2,,,,,0.24273504,0.34786325,,,,0.20940171,,,,"Buck Farmer",14814,571656
2024,"Michael Lorenzen","- - -",130.1,0.27203065,,0.10009579,,,0.21168582,0.14942529,0.07854406,,,0.18821839,,,,"Michael Lorenzen",14843,547179
2024,"Joe Mantiply","ARI",59.2,0.0438293,,,,,0.42675894,,0.26528258,,,0.26412918,,,,"Joe Mantiply",14857,573009
2024,"Sam Moll","CIN",37.2,0.37980769,,,,,0.28525641,0.24519231,,,,0.08974359,,,,"Sam Moll",14874,594580
2024,"Jon Gray","TEX",102.2,0.44444444,,,,,,0.43888889,0.04567901,,,0.07098765,,,,"Jon Gray",14916,592351
2024,"Ben Lively","CLE",151,0.31421446,,,,,0.28969244,0.21778886,0.08769742,,,0.09060682,,,,"Ben Lively",14932,594902
2024,"Chad Kuhl","CHW",53.1,0.09072375,,0.09276249,,,0.23139653,0.4587156,,,,0.12640163,,,,"Chad Kuhl",14975,641771
2024,"Giovanny Gallegos","STL",20.2,0.44139651,,,,,,0.49127182,,,,0.06733167,,,,"Giovanny Gallegos",14986,606149
2024,"Scott Barlow","CLE",55,0.20450098,,,,,0.13405088,0.45107632,0.21037182,,,,,,,"Scott Barlow",14993,605130
2024,"Kyle Finnegan","WSN",63.2,0.67572634,,,0.26897844,,,0.05529522,,,,,,,,"Kyle Finnegan",15009,640448
2024,"Tim Mayza","- - -",42.2,0.00820793,,,,,0.71819425,0.27359781,,,,,,,,"Tim Mayza",15042,641835
2024,"Austin Voth","SEA",61,0.23716632,,0.33778234,,,,0.23613963,0.1889117,,,,,,,"Austin Voth",15047,608723
2024,"Adam Cimber","LAA",24.1,0.31490385,,,,,0.35817308,0.32692308,,,,,,,,"Adam Cimber",15288,643256
2024,"Andrew Heaney","TEX",160,0.50091542,,0.0010985,,,0.01391432,0.27828634,0.03625046,,,0.16953497,,,,"Andrew Heaney",15423,571760
2024,"Matthew Boyd","CLE",39.2,0.38266069,,,,,0.10164425,0.17339312,0.08071749,,,0.26158445,,,,"Matthew Boyd",15440,571510
2024,"Nick Pivetta","BOS",145.2,0.4861809,,0.05946399,,,,0.29145729,0.16289782,,,,,,,"Nick Pivetta",15454,601713
2024,"Marco Gonzales","PIT",33.2,0.31501832,,0.23809524,,,0.09157509,,0.1007326,,,0.25457875,,,,"Marco Gonzales",15467,594835
2024,"Hunter Harvey","- - -",50.2,0.62749446,,,0.23281596,,,0.04656319,0.09312639,,,,,,,"Hunter Harvey",15507,640451
2024,"Tyler Rogers","SFG",70.1,0.00798403,,,,,0.63672655,0.35528942,,,,,,,,"Tyler Rogers",15541,643511
2024,"Mark Leiter Jr.","- - -",58,0.00294406,,0.07556428,0.35917566,,0.29931305,0.0922473,0.16879293,,,0.00196271,,,,"Mark Leiter Jr.",15551,643410
2024,"Chad Green","TOR",53.1,0.6,,0.00714286,,,,0.39285714,,,,,,,,"Chad Green",15552,643338
2024,"Luis Castillo","SEA",175.1,0.45394046,,,,,0.1793345,0.22381786,,,,0.14290718,,,,"Luis Castillo",15689,622491
2024,"Brad Keller","- - -",41.1,0.37685061,,,,,0.04979812,0.42799462,0.01480485,,,0.13055182,,,,"Brad Keller",15734,641745
2024,"Joe Jiménez","ATL",68.2,0.46189164,,,,,,0.49586777,,,,0.04224059,,,,"Joe Jimenez",15761,641729
2024,"Devin Williams","MIL",21.2,0.53452685,,0.01534527,,,,,,,,0.45012788,,,,"Devin Williams",15816,642207
2024,"Zack Littell","TBR",156.1,0.22092555,,,0.23179074,,0.14808853,0.39919517,,,,,,,,"Zack Littell",15823,641793
2024,"Sean Manaea","NYM",181.2,0.11315087,,0.07142857,,,0.44692924,0.25066756,,,,0.11782377,,,,"Sean Manaea",15873,640455
2024,"Luis Severino","NYM",182,0.35479405,,0.08065074,,,0.24783662,0.24160609,,,,0.0751125,,,,"Luis Severino",15890,622663
2024,"Ryne Stanek","- - -",55.1,0.59979529,,,0.21392016,,0.02047083,0.16581372,,,,,,,,"Ryne Stanek",15947,592773
2024,"Cam Booser","BOS",42.2,0.41007194,,0.35395683,,,,0.23597122,,,,,,,,"Cam Booser",16061,592155
2024,"Carlos Rodón","NYY",175,0.49355255,,0.03513862,,,,0.25950999,0.08284977,,,0.12894907,,,,"Carlos Rodon",16137,607074
2024,"Aaron Nola","PHI",199.1,0.27814362,,0.09219191,,,0.20445281,,,0.32894324,,0.09626842,,,,"Aaron Nola",16149,605400
2024,"Justin Anderson","CHW",53.1,0.32523759,,0.07602957,,,0.14466737,0.45406547,,,,,,,,"Justin Anderson",16201,605121
2024,"Spencer Turnbull","PHI",54.1,0.34825328,,,,,0.12336245,0.38537118,0.08951965,,,0.05349345,,,,"Spencer Turnbull",16207,605513
2024,"Kyle Freeland","COL",113.1,0.20237422,,,,,0.24533635,0.22724703,,0.18824194,,0.13680045,,,,"Kyle Freeland",16256,607536
2024,"Aaron Bummer","ATL",55.1,0.09958932,,0.05030801,,,0.39835729,0.41786448,0.02258727,,,0.01129363,,,,"Aaron Bummer",16258,607481
2024,"John Means","BAL",20.2,0.375,,,,,,0.23125,,0.109375,,0.284375,,,,"John Means",16269,607644
2024,"Jesus Tinoco","- - -",40.2,0.12732919,,0.0015528,,,0.31055901,0.52329193,,,,0.03726708,,,,"Jesus Tinoco",16300,622786
2024,"Reynaldo López","ATL",135.2,0.5521327,,,,,,0.29383886,0.11563981,,,0.03838863,,,,"Reynaldo Lopez",16400,625643
2024,"Yonny Chirinos","MIA",30,0.16504854,,,0.14757282,,0.29708738,0.39029126,,,,,,,,"Yonny Chirinos",16401,630023
2024,"Victor González","NYY",23.1,,,,,,0.47927461,0.28497409,,,,0.2357513,,,,"Victor Gonzalez",16408,624647
2024,"Scott Blewett","MIN",20.1,0.40625,,,0.21875,,,0.375,,,,,,,,"Scott Blewett",16427,656240
2024,"Brent Honeywell","- - -",37.2,0.50751252,,,,,0.01502504,0.23706177,,,,0.00500835,0.23539232,,,"Brent Honeywell",16466,641703
2024,"Ryan Yarbrough","- - -",98.2,0.21532365,,0.0990753,,,0.25561427,,0.27476882,,,0.15521797,,,,"Ryan Yarbrough",16502,642232
2024,"Jordan Montgomery","ARI",117,0.17314671,,,,,0.30844997,0.01762571,0.30741317,,,0.19336444,,,,"Jordan Montgomery",16511,656756
2024,"Austin Gomber","COL",165,0.40366272,,,,,0.00076307,0.16673026,,0.22357879,,0.20526517,,,,"Austin Gomber",16561,596295
2024,"Erik Swanson","TOR",39.1,0.49925037,,,0.30884558,,,0.19190405,,,,,,,,"Erik Swanson",16587,657024
2024,"Bryan Abreu","HOU",78.1,0.46384615,,,,,,0.53076923,,,,0.00538462,,,,"Bryan Abreu",16609,650556
2024,"Ryan Thompson","ARI",66.1,0.10235415,,,,,0.64073695,0.2569089,,,,,,,,"Ryan Thompson",16647,657044
2024,"Tim Hill","- - -",67,0.2601626,,,,,0.68597561,0.05182927,,,,0.00203252,,,,"Tim Hill",16814,657612
2024,"Brennan Bernardino","BOS",51,,,0.11175786,,,0.46565774,0.07101281,0.35157159,,,,,,,"Brennan Bernardino",16835,657514
2024,"Reed Garrett","NYM",57.1,0.16530612,,0.23673469,0.27142857,,0.12755102,0.19897959,,,,,,,,"Reed Garrett",16866,657585
2024,"Luke Weaver","NYY",84,0.48471616,,0.22561863,,,,,,0.01237263,,0.27729258,,,,"Luke Weaver",16918,596133
2024,"Touki Toussaint","CHW",23,0.11608961,,,0.3706721,,0.25050916,0.00203666,0.26069246,,,,,,,"Touki Toussaint",16929,657053
2024,"Grant Holmes","ATL",68.1,0.37304688,,0.08203125,,,,0.31640625,0.21679688,,,0.01171875,,,,"Grant Holmes",16944,656550
2024,"Trevor Williams","WSN",66.2,0.3637218,,,,,0.1212406,0.34680451,,,,0.16823308,,,,"Trevor Williams",16977,592866
2024,"Tanner Banks","- - -",72.1,0.31031543,,,,,0.08439898,0.32736573,0.14919011,,,0.12872975,,,,"Tanner Banks",16990,621383
2024,"Sean Reid-Foley","NYM",21.2,0.67272727,,,,,0.00519481,0.12467532,,,,0.1974026,,,,"Sean Reid-Foley",17034,656887
2024,"Pablo López","MIN",185.1,0.40710932,,,,,0.07344064,0.2186452,0.09993293,,,0.2008719,,,,"Pablo Lopez",17085,641154
2024,"Raisel Iglesias","ATL",69.1,0.28448276,,,,,0.20150862,0.20689655,,,,0.30711207,,,,"Raisel Iglesias",17130,628452
2024,"Domingo Germán","PIT",20.2,0.39946381,,,,,0.04289544,,0.33243968,,,0.22520107,,,,"Domingo German",17149,593334
2024,"Gabe Speier","SEA",23.2,0.34834123,,,,,0.33175355,0.3056872,,,,0.01421801,,,,"Gabe Speier",17170,642100
2024,"Jalen Beeks","- - -",70,0.55406538,,0.17686505,,,0.00167645,0.00251467,0.01005868,,,0.25398156,0.00083822,,,"Jalen Beeks",17192,656222
2024,"Ranger Suárez","PHI",150.2,0.19498726,,0.12107052,,,0.31478335,0.00084962,0.20518267,,,0.16312659,,,,"Ranger Suarez",17277,624133
2024,"Michael Kopech","- - -",67.2,0.78565179,,0.10498688,,,,0.10936133,,,,,,,,"Michael Kopech",17282,656629
2024,"Framber Valdez","HOU",176.1,0.01154734,,,,,0.45765974,0.04311008,0.31293303,,,0.17474981,,,,"Framber Valdez",17295,664285
2024,"Emmanuel Ramirez","MIA",20.2,0.53369272,,,0.36927224,,,0.09703504,,,,,,,,"Emmanuel Ramirez",17304,642629
2024,"Justin Steele","CHC",134.2,0.59530792,,,,,0.05327468,0.2971652,0.02150538,,,0.03274682,,,,"Justin Steele",17312,657006
2024,"Erick Fedde","- - -",177.1,0.00311311,,0.3230716,,,0.30819786,0.20166033,,,,0.16395711,,,,"Erick Fedde",17425,607200
2024,"Jeff Hoffman","PHI",66.1,0.39060939,,,0.11988012,,0.08191808,0.40759241,,,,,,,,"Jeff Hoffman",17432,656546
2024,"Jonathan Hernández","- - -",43.1,,,,,,0.38896189,0.49277267,,,,0.11826544,,,,"Jonathan Hernandez",17464,642546
2024,"Jack Flaherty","- - -",162,0.44141689,,,,,0.02296613,0.29038536,,0.21798365,,0.02724796,,,,"Jack Flaherty",17479,656427
2024,"Génesis Cabrera","TOR",62.2,0.18446602,,0.39320388,,,0.22524272,,0.12038835,,,0.07669903,,,,"Genesis Cabrera",17490,650893
2024,"Ryan Burr","TOR",32.2,0.39473684,,,,,,0.60526316,,,,,,,,"Ryan Burr",17536,621114
2024,"Tanner Scott","- - -",72,0.59243336,,,,,,0.40670679,,,,0.00085985,,,,"Tanner Scott",17586,656945
2024,"Mitch Keller","PIT",178,0.30375307,,0.12241319,,,0.21992283,0.25008769,0.09610663,,,0.00771659,,,,"Mitch Keller",17594,656605
2024,"Cristian Javier","HOU",34.2,0.39298246,,,,,,0.29473684,,0.04385965,,0.26842105,,,,"Cristian Javier",17606,664299
2024,"Tanner Rainey","WSN",51,0.70926518,,,,,,0.27689031,,,,0.01384452,,,,"Tanner Rainey",17610,663432
2024,"Justin Lawrence","COL",59.2,,,,,,0.58823529,0.410831,,,,0.00093371,,,,"Justin Lawrence",17639,664875
2024,"Jeffrey Springs","TBR",33,0.42300885,,0.02300885,,,0.00176991,0.23539823,,,,0.31681416,,,,"Jeffrey Springs",17677,605488
2024,"Trevor Megill","MIL",46.1,0.71257485,,,,,0.00299401,,,0.28443114,,,,,,"Trevor Megill",17722,656730
2024,"Evan Phillips","LAD",54.2,0.3653217,,0.14721919,,,0.10141767,0.38604144,,,,,,,,"Evan Phillips",17734,623465
2024,"Tyler Alexander","TBR",107.2,0.22302158,,0.3177458,,,0.13129496,0.191247,,,,0.13669065,,,,"Tyler Alexander",17735,641302
2024,"José Alvarado","PHI",61.2,,,0.40304183,,,0.59410646,,0.00285171,,,,,,,"Jose Alvarado",17780,621237
2024,"Dillon Tate","- - -",36.2,0.00169205,,,,,0.53976311,0.33333333,,,,0.12521151,,,,"Dillon Tate",17796,622253
2024,"Nestor Cortes","NYY",174.1,0.44171348,,0.27984551,,,0.01404494,0.16783708,,,,0.09655899,,,,"Nestor Cortes",17874,641482
2024,"Dennis Santana","- - -",71.2,0.26330027,,0.19116321,,,0.13345356,0.32822362,,,,0.08385933,,,,"Dennis Santana",17878,642701
2024,"Tayler Saucedo","SEA",38.2,0.03980892,,,,,0.4522293,0.24681529,0.02707006,,,0.23407643,,,,"Tayler Saucedo",17888,642048
2024,"Garrett Cleavinger","TBR",60,0.24858223,,0.26275992,,,0.09451796,0.39413989,,,,,,,,"Garrett Cleavinger",17897,664076
2024,"Trent Thornton","SEA",72.1,0.19964974,,0.04378284,,,0.09457093,0.51838879,0.11908932,,,0.02451839,,,,"Trent Thornton",17948,663423
2024,"Brock Burke","- - -",34,0.52521739,,,,,0.04695652,0.25913043,,,,0.16869565,,,,"Brock Burke",17968,656271
2024,"Peter Lambert","COL",61.1,0.38498556,,0.00962464,,,0.02309913,0.18768046,0.14436959,,,0.25024062,,,,"Peter Lambert",17969,663567
2024,"Logan Webb","SFG",204.2,0.0531084,,0.0262418,,,0.39893783,0.21243361,,,,0.30927835,,,,"Logan Webb",17995,657277
2024,"Pete Fairbanks","TBR",45.1,0.52161383,,,,,,0.4481268,,,,0.03025937,,,,"Pete Fairbanks",17998,664126
2024,"Triston McKenzie","CLE",75.2,0.52377301,,,,,,0.2101227,0.26610429,,,,,,,"Triston McKenzie",18000,663474
2024,"Phil Maton","- - -",64,,,0.35435993,,,0.09276438,0.26437848,0.28849722,,,,,,,"Phil Maton",18064,664208
2024,"Ryan Helsley","STL",66.1,0.45435016,,,,,,0.48335124,0.0622986,,,,,,,"Ryan Helsley",18138,664854
2024,"Tyler Kinley","COL",64,0.33586498,,,,,0.00168776,0.62700422,,,,0.03544304,,,,"Tyler Kinley",18297,641755
2024,"Carson Fulmer","LAA",86.2,0.23369565,,,,,0.23709239,0.20380435,0.05570652,,,0.26970109,,,,"Carson Fulmer",18311,608334
2024,"Josh Staumont","MIN",24.1,0.1,,,,,0.27142857,0.61428571,0.01428571,,,,,,,"Josh Staumont",18335,622251
2024,"Nick Anderson","KCR",35.2,0.22513089,,,,,0.2600349,,0.45549738,,,0.05933682,,,,"Nick Anderson",18337,623433
2024,"Michael Soroka","CHW",79.2,0.32477446,,,,,0.21235253,0.36571825,,,,0.09715475,,,,"Michael Soroka",18383,647336
2024,"Enyel De Los Santos","- - -",64,0.49379433,,,,,,0.42907801,,,,0.07712766,,,,"Enyel De Los Santos",18403,660853
2024,"Danny Young","NYM",37.2,,,0.00573888,,,0.47202296,0.52223816,,,,,,,,"Danny Young",18439,664849
2024,"Kenta Maeda","DET",112.1,0.22494888,,0.01635992,0.31186094,,0.07157464,0.35940695,0.01584867,,,,,,,"Kenta Maeda",18498,628317
2024,"Dylan Cease","SDP",189.1,0.43538269,,0.00595985,,,,0.47114178,,0.07873275,,0.00878294,,,,"Dylan Cease",18525,656302
2024,"Sam Hentges","CLE",23.2,0.30769231,,,,,0.15954416,0.21367521,0.31908832,,,,,,,"Sam Hentges",18548,656529
2024,"Logan Allen","ARI",28,0.18723404,,0.2212766,0.20638298,,0.16382979,0.20851064,0.01276596,,,,,,,"Logan Allen",18555,663531
2024,"A.J. Minter","ATL",34.1,0.47701149,,0.34482759,,,,,,,,0.17816092,,,,"A.J. Minter",18655,621345
2024,"Jake Woodford","- - -",35,0.02912621,,0.19093851,,,0.44822006,0.2815534,,,,0.05016181,,,,"Jake Woodford",18674,663765
2024,"Freddy Peralta","MIL",173.2,0.53881279,,,,,,0.21656882,0.06979778,,,0.17482061,,,,"Freddy Peralta",18679,642547
2024,"Kolby Allard","PHI",27,0.40137615,,0.17431193,,,0.05963303,,0.12155963,,,0.24311927,,,,"Kolby Allard",18694,663465
2024,"Cody Poteet","NYY",24.1,0.28385417,,,,,0.24739583,0.171875,0.09895833,,,0.19791667,,,,"Cody Poteet",18769,547001
2024,"Pedro Avila","- - -",82.2,0.39182523,,,,,0.12262156,0.10500352,0.16067653,,,0.21987315,,,,"Pedro Avila",18864,658648
2024,"Tommy Nance","TOR",22,0.00310559,,,,,0.36335404,0.25776398,0.3757764,,,,,,,"Tommy Nance",19178,667297
2024,"Dakota Hudson","COL",89,0.15277778,,0.00462963,,,0.32671958,0.24404762,0.17195767,,,0.09986772,,,,"Dakota Hudson",19206,641712
2024,"Mitch White","- - -",23.2,0.3874092,,,,,0.13801453,0.33898305,0.13559322,,,,,,,"Mitch White",19225,669952
2024,"Cole Irvin","- - -",111,0.26372383,,0.10922467,,,0.19977363,0.04074703,0.25240521,,,0.13412564,,,,"Cole Irvin",19244,608344
2024,"Seranthony Domínguez","- - -",58.2,0.40413534,,,,,0.18421053,0.40037594,,,,0.0112782,,,,"Seranthony Dominguez",19249,622554
2024,"Ian Hamilton","NYY",37.2,0.22455574,,,,,0.23263328,0.54281099,,,,,,,,"Ian Hamilton",19261,641656
2024,"Jacob Webb","BAL",56.2,0.44432548,,,,,,0.28051392,,,,0.2751606,,,,"Jacob Webb",19274,657097
2024,"Zac Gallen","ARI",148,0.46322942,,0.03077538,,,0.00119904,0.0871303,,0.2773781,,0.14028777,,,,"Zac Gallen",19291,668678
2024,"Trevor Richards","- - -",65.1,0.46419545,,,0.00252738,,,,,,,0.53327717,,,,"Trevor Richards",19309,670950
2024,"Cal Quantrill","COL",148.1,,,0.13469542,0.32009081,,0.40181612,,0.12561483,,,0.01778282,,,,"Cal Quantrill",19312,615698
2024,"Matt Festa","- - -",23.2,0.4,,0.26493506,,,,0.33246753,,,,0.0025974,,,,"Matt Festa",19330,670036
2024,"Richard Lovelady","- - -",34.1,0.1969697,,,,,0.34280303,0.46022727,,,,,,,,"Richard Lovelady",19337,663992
2024,"A.J. Puk","- - -",71.1,0.428815,,,0.02557545,,0.15089514,0.38022165,,,,0.01449275,,,,"A.J. Puk",19343,640462
2024,"Caleb Ferguson","- - -",54.1,0.43343983,,0.26411076,,,0.09797657,0.00212993,0.20234292,,,,,,,"Caleb Ferguson",19349,657571
2024,"Dean Kremer","BAL",129.2,0.32012897,,0.23030861,0.18424689,,0.15108245,,0.11423307,,,,,,,"Dean Kremer",19350,665152
2024,"Lucas Erceg","- - -",61.2,0.3093981,,,,,0.21330517,0.27877508,,,,0.19852165,,,,"Lucas Erceg",19360,668674
2024,"Corbin Burnes","BAL",194.1,,,0.45026702,,,0.07777036,0.14619493,0.21528705,,,0.11048064,,,,"Corbin Burnes",19361,669203
2024,"Keegan Akin","BAL",78.2,0.56003223,,,,,,0.33199033,,,,0.10797744,,,,"Keegan Akin",19362,669211
2024,"Walker Buehler","LAD",75.1,0.29041916,,0.20808383,,,0.16317365,0.09505988,,0.19161677,,0.05164671,,,,"Walker Buehler",19374,621111
2024,"Colin Poche","TBR",37.1,0.68139963,,,,,,0.31860037,,,,,,,,"Colin Poche",19403,621363
2024,"Ronel Blanco","HOU",167.1,0.38349691,,,,,,0.30170847,0.09378408,,,0.22101054,,,,"Ronel Blanco",19407,669854
2024,"Dane Dunning","TEX",95,0.02841918,,0.18827709,,0.00059207,0.37655417,0.23445826,,0.04677324,,0.12492599,,,,"Dane Dunning",19409,641540
2024,"Yohan Ramírez","- - -",45,0.1695138,,,,,0.40473062,0.29040736,0.13534823,,,,,,,"Yohan Ramirez",19444,670990
2024,"Patrick Sandoval","LAA",79.2,0.1599723,,,,,0.17382271,0.29293629,0.0900277,,,0.283241,,,,"Patrick Sandoval",19447,663776
2024,"Jorge Alcala","MIN",58.1,0.44253491,,,,,0.07518797,0.38668099,,,,0.09559613,,,,"Jorge Alcala",19459,660896
2024,"Aaron Civale","- - -",161,0.09855502,,0.3219711,0.02000741,,0.24045943,0.16265283,0.15635421,,,,,,,"Aaron Civale",19479,650644
2024,"Tyler Ferguson","OAK",51.1,0.38583639,,0.12576313,,,0.21855922,0.24542125,,,,0.02442002,,,,"Tyler Ferguson",19481,621053
2024,"Jason Foley","DET",60,0.08176796,,,,,0.5480663,0.31491713,,,,0.05524862,,,,"Jason Foley",19531,671345
2024,"David Bednar","PIT",57.2,0.55522972,,,0.24046921,,,,0.20430108,,,,,,,"David Bednar",19569,670280
2024,"JoJo Romero","STL",59,0.09902067,,,,,0.390642,0.33949946,,,,0.17083787,,,,"JoJo Romero",19574,668941
2024,"Cionel Pérez","BAL",53.2,0.24217845,,,,,0.38238702,0.37543453,,,,,,,,"Cionel Perez",19614,672335
2024,"Jordan Hicks","SFG",109.2,0.05413687,,,0.19050051,,0.51481103,0.24055158,,,,,,,,"Jordan Hicks",19618,663855
2024,"Gregory Soto","- - -",53,0.11932418,,0.00739176,,,0.45723337,0.41605069,,,,,,,,"Gregory Soto",19677,642397
2024,"Sixto Sánchez","MIA",35.2,0.2979066,,0.33977456,,,0.04830918,,,,,0.31400966,,,,"Sixto Sanchez",19680,664350
2024,"Anthony Bender","MIA",53,0.0408805,,,,,0.45178197,0.46855346,,,,0.03878407,,,,"Anthony Bender",19742,669622
2024,"Will Vest","DET",70.1,0.56024096,,,,,0.12564544,0.21600688,,,,0.09810671,,,,"Will Vest",19769,676684
2024,"Keegan Thompson","CHC",30.1,0.36158192,,0.30508475,,,0.01694915,0.1393597,0.15442561,,,0.02259887,,,,"Keegan Thompson",19795,624522
2024,"Bryan Baker","BAL",23.1,0.48918919,,,,,,0.28108108,0.09189189,,,0.13783784,,,,"Bryan Baker",19804,641329
2024,"Gerson Garabito","TEX",26.1,0.39227642,,,,,0.10365854,0.04878049,0.33943089,,,0.11585366,,,,"Gerson Garabito",19835,642520
2024,"Michael King","SDP",173.2,0.24145078,,,,,0.27875648,0.23350604,,,,0.2462867,,,,"Michael King",19853,650633
2024,"Brandon Bielak","- - -",29.2,0.22941176,,,,,0.24117647,0.15098039,0.1,,,0.27843137,,,,"Brandon Bielak",19866,656232
2024,"Griffin Canning","LAA",171.2,0.37608923,,,,,0.0097595,0.24015336,0.10735448,,,0.26664343,,,,"Griffin Canning",19867,656288
2024,"Alex Faedo","DET",57.1,0.35153923,,,,,0.05362463,0.39622642,,,,0.19860973,,,,"Alex Faedo",19874,656412
2024,"Kevin Ginkel","ARI",70,0.51858108,,,,,0.09712838,0.38429054,,,,,,,,"Kevin Ginkel",19876,656464
2024,"Tanner Houck","BOS",178.2,,,0.01462523,0.24826325,,0.32358318,0.41352834,,,,,,,,"Tanner Houck",19879,656557
2024,"Ryder Ryan","PIT",20.2,0.14117647,,,,,0.41764706,0.43823529,,,,0.00294118,,,,"Ryder Ryan",19891,656924
2024,"Clarke Schmidt","NYY",85.1,,,0.35006878,,,0.20976616,0.25171939,,0.18225585,,0.00618982,,,,"Clarke Schmidt",19899,657376
2024,"José Suarez","LAA",52.1,0.39918946,,0.01519757,,,0.0881459,0.24924012,0.00101317,,,0.24721378,,,,"Jose Suarez",19911,660761
2024,"Bryan Hudson","MIL",62.1,0.5210356,,0.24595469,,,,0.23300971,,,,,,,,"Bryan Hudson",19924,663542
2024,"Tony Santillan","CIN",30,0.6031746,,,,,,0.38690476,,,,0.00992063,,,,"Tony Santillan",19926,663574
2024,"Jesús Luzardo","MIA",66.2,0.39427516,,,,,0.08310249,0.29178209,0.00184672,,,0.22899354,,,,"Jesus Luzardo",19959,666200
2024,"Joey Wentz","- - -",67.1,0.36541599,,0.3132137,,,,0.00081566,0.12969005,,,0.1908646,,,,"Joey Wentz",19962,666214
2024,"Tyson Miller","- - -",62,0.47278549,,,0.00213447,,0.03415155,0.43649947,0.03201708,,,0.02241195,,,,"Tyson Miller",19976,668338
2024,"Bryse Wilson","MIL",104.2,0.15033475,,0.34875228,,,0.32014607,,0.13877054,,,0.04199635,,,,"Bryse Wilson",19990,669060
2024,"Dylan Lee","ATL",59.2,0.33178114,,,,,,0.54714785,,,,0.12107101,,,,"Dylan Lee",19996,669276
2024,"Kenny Rosenberg","LAA",24,0.48635236,,0.13647643,,,,,0.04962779,,,0.32754342,,,,"Kenny Rosenberg",20009,670046
2024,"John Schreiber","KCR",51.2,0.24469274,,0.16536313,,,0.25921788,0.26927374,,,,0.06145251,,,,"John Schreiber",20020,670167
2024,"Darren McCaughan","- - -",42,0.19467787,,,,,0.31512605,0.37955182,,,,0.11064426,,,,"Darren McCaughan",20038,670766
2024,"Adrian Morejon","SDP",63.2,0.23402256,,,0.07612782,,0.35996241,0.32988722,,,,,,,,"Adrian Morejon",20039,670970
2024,"Sean Guenther","DET",21,0.03292181,,,0.3127572,,0.37860082,0.27572016,,,,,,,,"Sean Guenther",20045,674944
2024,"Kaleb Ort","HOU",24.2,0.55464481,,0.18852459,,,,0.17759563,,,,0.07923497,,,,"Kaleb Ort",20061,672391
2024,"Bailey Falter","PIT",142.1,0.48432382,,,0.00561535,,0.1422555,0.21572298,0.15208236,,,,,,,"Bailey Falter",20070,663559
2024,"Chris Paddack","MIN",88.1,0.42876712,,,,,,0.17671233,0.13561644,,,0.25890411,,,,"Chris Paddack",20099,663978
2024,"Calvin Faucher","MIA",53.2,,,0.38095238,,,0.33232016,0.06889564,0.21783181,,,,,,,"Calvin Faucher",20116,676534
2024,"Adam Oller","MIA",42.1,0.51408451,,,,,,0.0084507,0.40704225,,,0.07042254,,,,"Adam Oller",20132,670124
2024,"Nate Pearson","- - -",66.1,0.45923149,,0.00187441,0.00093721,,0.01686973,0.40581068,0.11527648,,,,,,,"Nate Pearson",20160,663878
2024,"Kyle Muller","OAK",49.1,0.5337931,,,,,,0.24689655,0.14068966,,,0.07862069,,,,"Kyle Muller",20167,666205
2024,"Zach Pop","TOR",48.1,,,0.12299465,,,0.72727273,0.14705882,0.0013369,,,0.0013369,,,,"Zach Pop",20185,647315
2024,"Eli Morgan","CLE",42,0.40247678,,,,,,0.36068111,,,,0.23684211,,,,"Eli Morgan",20203,669212
2024,"Mike Baumann","- - -",58.1,0.40543071,,,,,0.00374532,0.23782772,,0.33426966,,0.01872659,,,,"Mike Baumann",20206,657508
2024,"Griffin Jax","MIN",71,0.29868914,,,,,0.09831461,0.37453184,0.06179775,,,0.16666667,,,,"Griffin Jax",20253,643377
2024,"David Peterson","NYM",121,0.26509888,,,,,0.30999466,0.18439337,0.07642972,,,0.16408338,,,,"David Peterson",20302,656849
2024,"Zack Kelly","BOS",56.2,0.30094044,,0.2183908,,,,0.27168234,,,,0.20898642,,,,"Zack Kelly",20349,677161
2024,"Steven Wilson","CHW",34.2,0.39807384,,0.00963082,,,,0.51203852,,,,0.08025682,,,,"Steven Wilson",20353,621051
2024,"Matt Manning","DET",27.2,0.48173516,,,0.04109589,,,0.37899543,0.09817352,,,,,,,"Matt Manning",20369,666159
2024,"Andrés Muñoz","SEA",59.1,0.32210526,,,,,0.20736842,0.47052632,,,,,,,,"Andres Munoz",20373,662253
2024,"Greg Weissert","BOS",63.1,0.22837707,,,,,0.33430515,0.34888241,,,,0.08843537,,,,"Greg Weissert",20375,669711
